wafer,surface_gain,seed,temperature_c,pressure_torr,flow_sccm,deposition_s,state,fault,cycle_s,truth_thickness_nm,measured_thickness_nm,temperature_mean,temperature_std,pressure_mean,pressure_std,flow_mean,flow_std,heater_mean,deposition_time,thermal_dose,flow_dose
28,1.0,51027,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,99.61237398485541,99.917001488897,448.6542402111508,0.2880678054258741,2.9200112580510518,0.0028651651306457666,107.50007690124058,0.14749450873805314,0.445215874375,120.0,119.32130734663102,12900.009228148869
29,1.0,51028,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,99.71723780268539,99.97346739579767,448.6506544676278,0.2767484133951872,2.9199715201616048,0.002958254449174001,107.50061173504082,0.15573457744798827,0.44519235064583335,120.0,119.31949833567394,12900.073408204898
30,1.0,51029,448.5,2.92,107.5,120.0,COMPLETE,NONE,424.5,98.59477659665687,98.96994632681064,448.62783873556714,0.25464450632715063,2.919993618216208,0.002925117618461763,107.49859938533953,0.1522393362667548,0.4452930608958333,120.0,119.3079985776912,12899.831926240744
31,1.0,51030,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.0,100.68572076421559,100.77746535594676,448.64292820447866,0.2689063164253836,2.9199907110372605,0.003052062539819131,107.51194374157903,0.14960689230134425,0.445235776,120.0,119.31560393234975,12901.433248989484
32,1.0,51031,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,99.72483570596283,99.50912901884924,448.6565039354493,0.2889020480689924,2.9200294590237736,0.0030781768057916046,107.504129853542,0.15476972256870603,0.44517674052083334,120.0,119.32244810248422,12900.49558242504
33,1.0,51032,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,102.27881567032378,102.66405565593965,448.65082488429897,0.280345494325515,2.919992773689456,0.002839277066475112,107.50733292129202,0.15636738671884465,0.44519602541666664,120.0,119.31958493196721,12900.879950555041
34,1.0,51033,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,99.25245809959502,99.07542271522834,448.6516908047887,0.2866846302435894,2.9199936845236865,0.0032011559785692155,107.49400055370879,0.15233118209866162,0.44521109008333337,120.0,119.32002253909508,12899.280066445055
35,1.0,51034,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,100.04238214539839,99.80633285181176,448.6434121339691,0.27784442799987324,2.9200375198831057,0.002904459148514599,107.49057275508325,0.14418536534086915,0.4452672889375,120.0,119.31584954556912,12898.86873060999
36,1.0,51035,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,99.78997942123695,99.70244971859894,448.6596369070414,0.29487566972262463,2.9199640888008305,0.003112263822637111,107.49336408859809,0.1494157168323557,0.4451774720208333,120.0,119.32402793458724,12899.20369063177
37,1.0,51036,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.75,100.38695729869895,100.58277859945463,448.6476553044616,0.277830893995055,2.919985191172529,0.0029905057415222343,107.50490459615047,0.14949690788555844,0.4452468692708333,120.0,119.3179874379982,12900.588551538056
38,1.0,51037,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,99.77891287960975,100.17886439957778,448.6537059538715,0.2885684142253948,2.9200129866059723,0.003214939655248444,107.49603223680357,0.15944003034864468,0.4452035555,120.0,119.32103826748568,12899.523868416429
39,1.0,51038,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,99.68448979974644,99.28311778933697,448.6559579788746,0.28686166613319586,2.9200038250670226,0.0031391068954795417,107.49819073201651,0.14987164044677426,0.44518199408333337,120.0,119.32217259271773,12899.78288784198
40,1.0,51039,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.53307363620961,100.68175306371768,448.6637304716814,0.3034045550309245,2.9199935675431323,0.002977128788243719,107.49451623408899,0.14589130102370956,0.44516987075000003,120.0,119.32609236552901,12899.34194809068
41,1.0,51040,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,99.40729828714672,99.59460145303096,448.66382152244586,0.3050767584422846,2.919963176726491,0.002918480058170367,107.4982909428892,0.14577081193059468,0.4451266598333333,120.0,119.32613861433883,12899.794913146703
42,1.0,51041,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,100.56029368040272,100.8811025808461,448.65878173680477,0.29051049145927754,2.919986228534142,0.003006541459811305,107.50175950502198,0.1474169576978538,0.4452038814375,120.0,119.32359611939323,12900.211140602638
43,1.0,51042,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,100.66611803201704,100.7953327316859,448.65566248755357,0.29898926096600176,2.919957154907102,0.0030193322392115898,107.49501283496912,0.15461105774841943,0.445166967625,120.0,119.32202630443476,12899.401540196293
44,1.0,51043,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,100.49179418902412,100.38995897459712,448.6501970877719,0.2896013289423583,2.9200013207707545,0.0030692801917556324,107.5018575537267,0.15794247856112964,0.4452399094375,120.0,119.31927054570326,12900.222906447203
45,1.0,51044,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,100.80634734781005,100.69689966020644,448.65530919604885,0.2886351500114649,2.919981432480873,0.003188409868864618,107.49757631981711,0.1445950014296588,0.4452108485416667,120.0,119.3218460732344,12899.709158378053
46,1.0,51045,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.30548007010111,100.4905309320568,448.6554192593043,0.2968194005467586,2.9200108752290466,0.002952412949106173,107.49203425585506,0.14716268502733348,0.44519869487499997,120.0,119.32190328220503,12899.044110702607
47,1.0,51046,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.75,101.76743565894195,101.24519402250196,448.6464510964882,0.27367241998942754,2.9200279373252416,0.003011548784052257,107.49056294220551,0.14271796702600195,0.4452305694583333,120.0,119.3173798639405,12898.867553064661
48,1.0,51047,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,100.1697273713353,100.2257181054812,448.6566537078149,0.2919060723927983,2.92001242177791,0.0029997290948306317,107.50118790215228,0.13883817461448256,0.4451451933541667,120.0,119.32252420289726,12900.142548258274
49,1.0,51048,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,101.21953699217184,101.05543607613453,448.65765366603154,0.2939372828596982,2.9199859447983485,0.0030515719042540626,107.48743280041211,0.15631836184987602,0.4451929369791667,120.0,119.32302846998974,12898.491936049453
50,1.0,51049,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,101.81174377471247,101.91548736085913,448.66787800698035,0.30068266840215324,2.920013009818885,0.002845395525412496,107.50479293099413,0.1539066920526057,0.44514102227083335,120.0,119.32818153727308,12900.575151719295
51,1.0,51050,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.5,100.39153621415886,100.36882668262952,448.6422485421284,0.28050508384272715,2.919973361043885,0.0030349242560306013,107.48781942992105,0.1499182484754688,0.44522145745833336,120.0,119.31526382193378,12898.538331590526
52,1.0,51051,448.5,2.92,107.5,120.0,COMPLETE,NONE,419.5,100.27022630642547,100.05528065291305,448.6692217326717,0.30909622834133266,2.920041246474336,0.002981684521567248,107.49169095074429,0.15110820812842501,0.4451557751666667,120.0,119.32886046257815,12899.002914089315
53,1.0,51052,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.25,100.7684881357201,100.70370903378324,448.6641554471318,0.29651258719679635,2.919998698861418,0.0031149435588786064,107.51317622623968,0.1504735563343122,0.4452247433958334,120.0,119.32630498210307,12901.581147148761
54,1.0,51053,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,99.51771526486542,99.4398245873005,448.65199318151315,0.2829938523827032,2.920001879794227,0.0028355809372721816,107.49376131797992,0.15353434453541934,0.4451781954583333,120.0,119.32017412335912,12899.25135815759
55,1.0,51054,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,100.17280156625841,100.55739321010188,448.6556503609653,0.28503027961266164,2.919995882729142,0.002990267784795079,107.50839469660735,0.15301121400508225,0.4452010971875,120.0,119.3220172147944,12901.007363592882
56,1.0,51055,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,98.82356096236072,98.97108344024723,448.647080532358,0.2809237373034522,2.920023919771491,0.003175155584868267,107.49838702860666,0.1461921278883468,0.44522567250000006,120.0,119.31769847235589,12899.806443432799
57,1.0,51056,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,99.40309517536392,98.98830979683184,448.65239470804227,0.28681967444509615,2.919956432211141,0.0030778544212380437,107.48993916231119,0.14844084745334662,0.44521407879166663,120.0,119.32037722742987,12898.792699477342
58,1.0,51057,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,101.29613413938381,100.94056419159011,448.6554398922563,0.2895126310322306,2.920008666518811,0.0030625651240220445,107.48373376787873,0.15821396808600963,0.4452157997916667,120.0,119.32191211160493,12898.048052145448
59,1.0,51058,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,100.96475742367618,100.71123492198001,448.6487671531059,0.2807292270396483,2.9199851912935335,0.003152641656221321,107.5125357459382,0.15815920529145489,0.4452288248333333,120.0,119.31854823003593,12901.504289512583
60,1.0,51059,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.7163107126027,100.70435195071359,448.6644523348504,0.3049386898090812,2.9199998196680523,0.003101959794759758,107.49656540188893,0.14392081675813448,0.4451749230625,120.0,119.32645642263684,12899.58784822667
61,1.0,51060,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,100.80935203385444,100.6259125865966,448.6589437223654,0.28909820819930965,2.9200369567149767,0.0031738684080493858,107.51429677842683,0.14776901922163954,0.44513057200000006,120.0,119.3236774381688,12901.71561341122
62,1.0,51061,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.0,99.27913031854958,99.78784630774359,448.66800100012927,0.3081761919077632,2.919980580305212,0.003039738961885217,107.50098705279048,0.15389516811219328,0.44513120035416665,120.0,119.32824517525691,12900.118446334858
63,1.0,51062,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,101.06638629909128,100.90930107275109,448.65714922197134,0.2876869838878689,2.9200100097804333,0.002994154859089009,107.51622469041986,0.14713555713762227,0.44520115593750004,120.0,119.32277297511166,12901.946962850383
64,1.0,51063,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.25,98.82119649161952,98.54172123871471,448.6438302088742,0.27102583786182194,2.9200071499538653,0.003110177282489047,107.49779256261178,0.15536274798634048,0.4452493495,120.0,119.31605881947846,12899.735107513414
65,1.0,51064,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,100.0562025229765,99.76393852065009,448.657888565512,0.29234207206275076,2.920025775387195,0.0031643380189401446,107.49096617206354,0.15024069018279346,0.44518657752083335,120.0,119.32314648284725,12898.915940647625
66,1.0,51065,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,98.70791961018071,98.9704420125489,448.6643988126373,0.3069846326531291,2.9200486372218433,0.003037782743728853,107.50417432008506,0.1475140473200648,0.4451740060833334,120.0,119.32642991472352,12900.500918410207
67,1.0,51066,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,101.10863616231468,101.4172048212145,448.6559175990096,0.30017465923820025,2.9200022382208792,0.0032524708635117442,107.49290949995297,0.1477435601371884,0.44522957406249997,120.0,119.32215510331976,12899.149139994357
68,1.0,51067,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.83909000321111,100.68757621684591,448.665945720039,0.31295668723383974,2.9200352151387845,0.00328027027751859,107.49879634156053,0.14956877531499624,0.445135151625,120.0,119.3272106871073,12899.855560987264
69,1.0,51068,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,100.41965519791253,100.97805708190668,448.648586928753,0.28285465603135895,2.9200051322044676,0.0031264595262699836,107.5056672978827,0.146465915260166,0.44522270072916664,120.0,119.31845786165077,12900.680075745924
70,1.0,51069,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,101.11204539889286,101.02864414063932,448.66357426781695,0.3009874755541682,2.919963180918309,0.002992621211166623,107.50617543000403,0.13866362304985685,0.4450957811249999,120.0,119.32601312531668,12900.741051600484
71,1.0,51070,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,99.27941908581728,99.44740196454971,448.6553226842178,0.28552342665298186,2.92002988578802,0.0030661817316932657,107.49989294288626,0.14458409218158144,0.4452289474166667,120.0,119.32185221906323,12899.987153146352
72,1.0,51071,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,101.11806095722001,100.89412852121276,448.65660703070523,0.2907161037258427,2.920004759275868,0.0029622080185231874,107.50309893659636,0.1514347780874457,0.4451890380625,120.0,119.32250043033412,12900.371872391563
73,1.0,51072,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.61332830950019,100.77406947105173,448.6615378435075,0.30164417154510664,2.9200083442023326,0.0030215961502080614,107.50244867948823,0.1571444771388025,0.4451874785625,120.0,119.32498720644446,12900.293841538587
74,1.0,51073,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,99.80465674529123,99.84242582657606,448.65315876246893,0.2906839688125338,2.9200145848609833,0.0032052192473529697,107.49243473684328,0.15477390374423172,0.4452145677916667,120.0,119.320763010841,12899.092168421193
75,1.0,51074,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.12594801846184,99.6945368581999,448.66421476641335,0.29152834923176735,2.919993484457114,0.003083568241419621,107.49717079526431,0.15325802190862128,0.44518040329166664,120.0,119.32633379928956,12899.660495431717
76,1.0,51075,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,100.60209001815316,100.74108899564791,448.65950709264564,0.29425813497793346,2.9199787093655325,0.0030555455119742137,107.50018359563761,0.14677362444800363,0.44518647625,120.0,119.32396239466796,12900.022031476514
77,1.0,51076,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,100.3884888373833,100.28958597912255,448.6586172245425,0.2924163038818943,2.920025815737947,0.0031700205396327477,107.50187777468366,0.150983850535771,0.4451751021458333,120.0,119.32351363482684,12900.22533296204
78,1.0,51077,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,101.87576061357225,101.73683719401473,448.6505918361835,0.2854276993271953,2.919988097209093,0.0031128470865548746,107.4995911340811,0.14962593748130137,0.4452288520416667,120.0,119.31946856260458,12899.950936089732
79,1.0,51078,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,101.28507862308277,101.36398326414668,448.6600625282081,0.29523382357018574,2.9199975146214925,0.0028371487997122698,107.49030901928191,0.1405118332290027,0.44519573402083334,120.0,119.3242424627748,12898.837082313828
80,1.0,51079,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,99.8886208823381,99.41608034504581,448.65500436702,0.2897393723481235,2.919994786714395,0.003244934546057597,107.4994066283932,0.15230681958502598,0.44521420945833334,120.0,119.32169272139416,12899.928795407184
81,1.0,51080,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.0,98.9134893991225,98.89935380030231,448.6483126415196,0.28241720623372574,2.9200168110334697,0.003102850903737508,107.49718667295434,0.1526381554901935,0.4452253586041667,120.0,119.31831957370746,12899.662400754522
82,1.0,51081,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.25,99.9639398259336,100.18530856123719,448.63900884539805,0.26350343239347557,2.9199868250631056,0.003059401923606543,107.50268455357103,0.1516803749256412,0.44527804706249996,120.0,119.31362815008238,12900.322146428523
83,1.0,51082,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,100.58654062002597,100.56750237560207,448.645915246917,0.2814626702039023,2.9200009196399903,0.0031202542102445815,107.4903687269806,0.16076390536600926,0.44526877747916666,120.0,119.31711145976834,12898.844247237672
84,1.0,51083,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.30889961490364,100.18389893006054,448.65598546738823,0.2952168543375214,2.920006224333375,0.0030512436366688205,107.49682607586088,0.14839071095190617,0.4452213321249999,120.0,119.322188219119,12899.619129103306
85,1.0,51084,448.5,2.92,107.5,120.0,COMPLETE,NONE,424.0,100.65366585524121,100.58067258972432,448.63524397281327,0.26485223517218,2.9199751599994115,0.003232825168189206,107.50166026842109,0.15049559525165837,0.44527651427083337,120.0,119.31173152554302,12900.19923221053
86,1.0,51085,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,100.85312618554927,100.47132802126116,448.6526737562491,0.2834592933898219,2.920058286910223,0.0032814124705829594,107.50539410007677,0.16195123249953078,0.44526004772916666,120.0,119.32051712597564,12900.647292009213
87,1.0,51086,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,100.74593456026025,100.86938338664986,448.66229211490725,0.30006601842454,2.9199504223465143,0.0031825245706966405,107.50318802631122,0.15407656043708073,0.44515249652083333,120.0,119.32536690236583,12900.382563157347
88,1.0,51087,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,99.54485774198112,100.17064138439243,448.6593366076523,0.29255886921683416,2.9199818681860616,0.0031653063079428046,107.48781514104797,0.1449080799637214,0.4452413932916667,120.0,119.32387613104439,12898.537816925756
89,1.0,51088,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.0,101.15271057098346,100.69976279911236,448.67027325300677,0.3058810897311168,2.920016384796523,0.002980667736721817,107.51038394511643,0.15435053227904702,0.4451320852708333,120.0,119.32938955975786,12901.246073413971
90,1.0,51089,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.5,99.99225202434027,99.8104836372003,448.6555568576028,0.2884595016051319,2.919983580557679,0.0030384525241477977,107.50221926490634,0.15294049816143646,0.44519922470833334,120.0,119.3219708224002,12900.26631178876
91,1.0,51090,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.75,100.7334743565366,100.69180370943371,448.66195424088426,0.29055069986729115,2.9200134509312607,0.0029645417042269587,107.51326505918902,0.15056944087242655,0.44518210691666665,120.0,119.32519460958807,12901.591807102683
92,1.0,51091,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,99.73931827833964,99.548801497942,448.66213642895843,0.3006059438255377,2.919997495129618,0.0029403867613889824,107.49758193292634,0.1464091818500236,0.44519485295833333,120.0,119.32528857857004,12899.70983195116
93,1.0,51092,448.5,2.92,107.5,120.0,COMPLETE,NONE,420.5,98.5498583371047,98.26369388467529,448.66177014249075,0.29695307018203004,2.920003906399714,0.003003656736569451,107.49533750027402,0.14772120026640584,0.44519172154166664,120.0,119.32510322638747,12899.440500032882
94,1.0,51093,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.75,101.66526684068673,101.76073526657068,448.6570343069421,0.2925141013365343,2.919998174009521,0.0031336623231143818,107.48371398398392,0.1552026761009052,0.4451406169166667,120.0,119.32271609803955,12898.04567807807
95,1.0,51094,448.5,2.92,107.5,120.0,COMPLETE,NONE,423.5,99.75986234677522,99.73063984449132,448.63943102330205,0.26859037810785813,2.9200097094334345,0.003081756297948608,107.50696326359974,0.14281404805823875,0.4452450991458334,120.0,119.31384184925697,12900.835591631969
96,1.0,51095,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.25,99.6139528606626,99.93426973392633,448.6517234066905,0.2804145511507221,2.920012599575673,0.0030687315700007917,107.48486172252885,0.14443336989997826,0.4452087546875,120.0,119.32003766574505,12898.183406703462
97,1.0,51096,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.0,101.1425891161991,100.98216255063434,448.6608432101778,0.29889570815299976,2.9199890130178145,0.0031654934946245905,107.50938769253737,0.15579814935003508,0.4451915574583334,120.0,119.32463660789088,12901.126523104485
98,1.0,51097,448.5,2.92,107.5,120.0,COMPLETE,NONE,421.25,100.56241832814597,100.46872911121565,448.6557432465179,0.2914441286958028,2.920011094810588,0.003084740145859418,107.50547580476233,0.1499091034100156,0.44521511777083334,120.0,119.32206536665474,12900.65709657148
99,1.0,51098,448.5,2.92,107.5,120.0,COMPLETE,NONE,422.5,100.86585371521318,100.45272157034498,448.6444699242837,0.2754257010305415,2.920016680795197,0.003199069138056646,107.5087958691193,0.15159272344687927,0.4452382571041667,120.0,119.316382014388,12901.055504294316
100,1.0,51099,448.5,2.92,107.5,120.0,COMPLETE,NONE,424.0,100.55344455090275,100.45625763920539,448.63137850348375,0.2602988612795528,2.919974422486037,0.002812860013212858,107.50002885444889,0.15879453951107714,0.4452686196041667,120.0,119.30978309133738,12900.003462533867
