wafer,split,seed,temperature_c,pressure_torr,flow_sccm,deposition_s,state,fault,cycle_s,truth_thickness_nm,measured_thickness_nm,temperature_mean,temperature_std,pressure_mean,pressure_std,flow_mean,flow_std,heater_mean,deposition_time,thermal_dose,flow_dose,predicted_nm,lower_nm,upper_nm,nominal_kinetics_nm
13,train,61012,457.9894278374917,3.117779489174701,88.3447969113989,126.2721349245474,COMPLETE,NONE,430.75,105.35515130227132,105.41744987500898,458.13777947541894,0.2856452631138607,3.117746028014312,0.0030247803327336817,88.34379899712602,0.1418509521791017,0.45520436976284584,126.5,130.85589606432904,11175.490573136442,105.47058482863382,103.86486215941443,107.07630749785321,105.02651018133359
14,train,61013,438.8933055755841,3.0868844695131714,95.99771440747081,127.81747421135805,COMPLETE,NONE,426.5,101.47288231212791,101.3300921402037,439.041170660049,0.2836492406300014,3.0868982841954615,0.0031043689206512104,95.98949761456916,0.1430093271414985,0.4351618415625,128.0,122.14611926856908,12286.655694664852,100.74729986969787,99.14157720047848,102.35302253891726,100.69742301071604
15,train,61014,464.6569508670872,2.817873489238914,112.82260315383661,128.31201149254792,COMPLETE,NONE,434.5,116.74048963580849,116.43095359492132,464.805157905318,0.2882015425982219,2.81786844343949,0.00299560132362881,112.82072363888543,0.14468121012429802,0.4622503213035019,128.5,136.5872909273347,14497.462987596777,116.18728785805176,114.58156518883237,117.79301052727115,115.95709693197533
16,train,61015,441.8756916956728,2.9767410809257155,108.7505614313174,129.30994646099353,COMPLETE,NONE,429.5,107.0765499541619,106.41946902121808,442.0140392103855,0.2771359545680783,2.9767565190786303,0.0032136444596442926,108.75225159927288,0.14273581794697604,0.438317754980695,129.5,125.17459788223073,14083.416582105838,106.92492347341283,105.31920080419344,108.53064614263222,106.55086220429747
17,train,61016,443.59694583454524,3.3805756757026013,106.45589229469874,117.63114372497844,COMPLETE,NONE,417.5,99.10145088699133,98.97699688736388,443.7559599911737,0.2948059467067247,3.3805736332241745,0.0031148930524610035,106.44823446888266,0.15613637582352508,0.44001094662420387,117.75,114.67097546579421,12534.279608710933,99.77597704134857,98.17025437212918,101.38169971056796,99.95138266626037
18,train,61017,435.933569039006,2.7991088441285044,85.40359297369922,112.18513696546928,COMPLETE,NONE,411.25,80.72286638623166,80.52203519262315,436.09050235082276,0.2810468331691036,2.7991103459977436,0.0030992837234487193,85.39617654796875,0.15643207274180165,0.43196869694877504,112.25,105.7486251317747,9585.720817509493,81.59091488608631,79.98519221686692,83.1966375553057,81.57422477165666
19,train,61018,447.3043165947979,3.2256051113218103,110.47144068384813,124.83812527673784,COMPLETE,NONE,427.25,107.56943652889754,107.83179693998892,447.4452695762549,0.27802851114425214,3.225614681043579,0.003056323975836581,110.47390957852922,0.1542193256429649,0.44397591218000004,125.0,123.65906286224526,13809.238697316152,108.18701359456828,106.5812909253489,109.79273626378767,107.87279302669604
20,train,61019,437.4262910391996,3.169948362340637,108.17211647092735,121.7759871177586,COMPLETE,NONE,420.5,99.89429802336369,100.1860773965206,437.5789040128498,0.2920472544378303,3.1699265747933763,0.003079687133611124,108.16684578423194,0.1497160511775232,0.433579838647541,122.0,115.68295958320928,13196.355185676297,99.94135563882428,98.33563296960489,101.54707830804367,99.8336582679545
21,train,61020,443.27521235497824,3.348654252006922,109.08181167112173,115.63493096441637,COMPLETE,NONE,417.0,97.74237919152517,97.94600429581077,443.4227893118584,0.2776425394991501,3.348654698492653,0.003187444102915433,109.09097535782588,0.14473750888634732,0.43974422390928725,115.75,112.56254936804044,12627.280397668346,97.69829221332468,96.09256954410529,99.30401488254407,98.66445735625794
22,train,61021,460.4026594576077,2.8307774217838673,85.58448385706744,118.094599913265,COMPLETE,NONE,421.75,95.46192391419862,95.83646185989164,460.5687167215329,0.30136667510449705,2.8308071945737723,0.0029859806560529442,85.58114969648173,0.14701947842627114,0.45771429951374204,118.25,123.54713591543276,10119.970951608964,95.65309564861498,94.04737297939559,97.25881831783437,95.6620251402882
23,train,61022,444.6922009774905,2.8210905517630147,96.79513695923947,124.43053189124004,COMPLETE,NONE,425.5,98.19733325630305,97.98917429219127,444.8302513496622,0.26631605435729666,2.82110539516932,0.003099141278239661,96.79898335817039,0.1606364701340238,0.44128164720883534,124.5,121.80245834320655,12051.473428092213,98.78635903480317,97.18063636558378,100.39208170402256,98.43333163547138
24,train,61023,456.01999831901463,2.601508912043683,109.08559809671286,115.67003498852657,COMPLETE,NONE,420.0,97.16237707189298,97.5809292273752,456.173613329933,0.28225554125472235,2.601484969951756,0.003196321036935372,109.07816737144161,0.1553798569744762,0.4531177066522678,115.75,118.76955099833191,12625.797873244366,97.37347779820907,95.76775512898968,98.97920046742846,97.65178150037637
25,train,61024,463.124246340274,3.1622725441031667,87.19063492893439,124.96436530329184,COMPLETE,NONE,431.5,105.9504475275461,105.66784361716593,463.26834886722753,0.2809801540288829,3.162281864553538,0.0028678623387831605,87.19549905723414,0.15958542745304077,0.46060593156000007,125.0,132.0429608247993,10899.437382154269,105.8737613581656,104.2680386889462,107.47948402738498,105.83922146791262
26,train,61025,457.552717048497,3.0134890032733828,87.16271617475333,121.56783436756372,COMPLETE,NONE,425.5,99.39675533188023,99.0623689928497,457.70898618052877,0.2913334052545502,3.0134647801457626,0.0030100468455113755,87.1570185813875,0.14331534683722916,0.45467380447638606,121.75,125.72024178885403,10611.367012283928,99.84576923161198,98.24004656239259,101.45149190083137,99.57361834935993
27,train,61026,463.56761502114273,3.257500224277281,107.86456431831205,113.51776399277762,COMPLETE,NONE,420.0,104.15413610342695,104.21550205641945,463.73513754692476,0.2907633235107241,3.257484297200063,0.0029495315781819837,107.86067050532924,0.1466720220071116,0.4610038884835165,113.75,120.38670340475153,12269.151269981201,104.04411054518486,102.43838787596547,105.64983321440425,104.47323885709004
28,train,61027,463.55437683509865,3.2423713370778673,89.76899928753615,119.72458228467795,COMPLETE,NONE,425.0,103.55617510491324,103.61020429215333,463.7193169575232,0.30001162080766036,3.2423431535331884,0.0031820902143204206,89.77346001381771,0.14819526237148273,0.46100839210855954,119.75,126.72864964204771,10750.371836654671,103.30110078555097,101.69537811633158,104.90682345477036,103.26646843473658
29,train,61028,453.2086530784808,3.194665027747089,114.00296855696098,115.13219627845965,COMPLETE,NONE,417.75,104.34301643935537,104.37351157062247,453.372574314775,0.2992235714743471,3.1946238134884473,0.0031038395173863405,114.02160694580353,0.1447039500813426,0.4501027822559653,115.25,116.88917774631975,13140.990200503857,102.2264871447381,100.62076447551871,103.83220981395749,102.72950445831661
30,train,61029,448.8535860111591,3.105583500747779,95.01136408488338,113.35001554916992,COMPLETE,NONE,415.0,94.9134501178955,94.77890728320239,449.01908184395,0.3024929203056184,3.1055968283941886,0.00297858164460383,95.01965714778225,0.16628379918596833,0.4454852525770925,113.5,113.03198721568896,10784.731086273287,93.98857469091472,92.38285202169533,95.5942973601341,92.99611617737656
31,train,61030,440.4992406012183,2.786942349518363,104.71231337332229,129.51440708734833,COMPLETE,NONE,429.0,103.21901456057759,103.30552870032676,440.6397312967048,0.28050953516310045,2.7869567772788852,0.0029720873935864542,104.71848761701722,0.16360282893036293,0.4368507545472062,129.75,124.67562260494941,13587.223768307984,103.483848059217,101.8781253899976,105.08957072843639,103.08860638022641
32,train,61031,445.9568313839603,2.867568581610689,100.83761829987618,116.46499850300961,COMPLETE,NONE,416.5,94.0301707189166,94.03082806077902,446.1202064655539,0.2949407865034065,2.8675402099150715,0.0029993260068445727,100.82836378419049,0.13960450659471524,0.44250171285407724,116.5,114.6038570090171,11746.504380858192,94.61939859600932,93.01367592678993,96.22512126522871,94.29348797566735
33,train,61032,446.52093540753833,2.7999514631369413,99.35572075151904,121.5534541834093,COMPLETE,NONE,422.25,97.89028621608504,97.44711877047045,446.6760871158799,0.28632451430533273,2.7999767487382083,0.0031698006513338865,99.35501084255134,0.15430177383003804,0.4431159101232033,121.75,120.0516368890259,12096.472570080625,97.49369775552378,95.8879750863044,99.09942042474317,97.68314576161625
34,train,61033,461.7084906251616,2.740383011433118,113.70831399312796,122.12374731222178,COMPLETE,NONE,429.5,108.06989874578858,108.1217948409929,461.84828766004466,0.26391745932191213,2.7404007382416653,0.0029003678484536086,113.70717588876838,0.15572404570841214,0.4592020728425358,122.25,128.394787956328,13900.702252401934,108.48747477705024,106.88175210783085,110.09319744626963,108.46049468254074
35,train,61034,445.9828357656785,2.6325681611893725,100.21125711115849,113.08284285053342,COMPLETE,NONE,415.5,88.91150922632748,88.86957253585024,446.1352600091106,0.27452621039296293,2.6325853526192358,0.0030782536637402095,100.22142138372342,0.15339148441333797,0.4425538674834438,113.25,111.41388135713261,11350.075971706678,89.30352473232324,87.69780206310385,90.90924740154263,89.42165762885273
36,train,61035,447.51785635767453,2.6918591550875828,111.92267991998507,129.9524296329072,COMPLETE,NONE,429.75,106.22130819648406,106.16869781296424,447.67222764742024,0.30106613870279336,2.6918834632431423,0.0030196057552640556,111.92354040684427,0.1505045883425835,0.4441557320192308,130.0,128.7291155493057,14550.060252889754,107.06190625811519,105.4561835888958,108.66762892733458,107.69724472639611
37,train,61036,462.1138960877919,3.1984215398786824,93.33901106581952,113.54945874539477,COMPLETE,NONE,418.5,99.64192884661163,99.48465124840435,462.27891599710244,0.29227708972432864,3.198437203628846,0.00299674537687516,93.33683899687466,0.1576277891922622,0.4595070106813187,113.75,119.6771179414124,10617.065435894492,98.67917860588132,97.07345593666193,100.28490127510071,98.55181855478942
38,train,61037,450.4587782172892,3.1628666297807917,85.08213057893896,120.87423871410057,COMPLETE,NONE,424.5,96.96286721039715,96.9563075637397,450.60299420345484,0.2710703256879083,3.1628997125658596,0.00318929331096555,85.07899891981477,0.14809339191284585,0.44730256142561986,121.0,121.30710786813862,10294.558869297587,96.06854460712704,94.46282193790765,97.67426727634643,96.36478298461738
39,train,61038,444.7166712975258,2.835448929056376,112.93006799008717,122.92037708546002,COMPLETE,NONE,424.75,102.39759219853518,102.65705543371665,444.85778816965325,0.2745391222200557,2.8354586994814426,0.0030945781410296946,112.9386873556395,0.14276098533045645,0.4412621105284553,123.0,120.34910257337066,13891.458544743658,102.81615660562889,101.2104339364095,104.42187927484828,102.3706549773979
40,train,61039,435.3922192157004,3.0277968982413292,110.92202434685184,128.397193820645,COMPLETE,NONE,424.0,103.38917263210394,103.72078214646208,435.55697168974945,0.3183548118661998,3.0277697945349664,0.003030247728476538,110.9245967912725,0.15801102247777887,0.43140894536964974,128.5,120.77509342060634,14253.810687678517,103.51037086352109,101.9046481943017,105.11609353274048,103.88410693903296
41,train,61040,438.65639174033646,3.188164623326271,90.34699502356032,122.51095068115409,COMPLETE,NONE,419.5,96.31311918873408,96.1625807182553,438.81530401722057,0.3017612819578499,3.188182444099791,0.0032382699593461496,90.33970763617391,0.14730458612585368,0.43484438902240324,122.75,117.02148852729215,11089.199112340348,94.69627615714049,93.0905534879211,96.30199882635988,95.18957622814754
42,train,61041,464.62063504590617,2.8591900245581554,87.81485936841824,113.46104134149483,COMPLETE,NONE,421.25,94.65571300032403,94.74627171308185,464.77443103587484,0.275398976529472,2.859163467919714,0.0033480198247037404,87.82128895313028,0.14905164222807557,0.46220557559471365,113.5,120.62827156691412,9967.716296180286,94.33379157187161,92.72806890265223,95.939514241091,94.5336668347007
43,train,61042,440.09223874099894,2.76299485342376,90.35239327994168,115.48339983948706,COMPLETE,NONE,414.75,87.60545018655894,87.17548213667648,440.2538836654253,0.2979251616238716,2.762994906155033,0.0030169543583606472,90.35457632707796,0.16143501288522494,0.43630286158008663,115.5,110.79807471720265,10435.953565777505,86.89718305211377,85.29146038289439,88.50290572133316,86.93813752360046
44,train,61043,452.266325727693,2.7315822197027275,89.3676235215938,116.69431014293676,COMPLETE,NONE,419.25,90.74331771121507,90.8403270507272,452.42733631152333,0.28288625528510786,2.7315966103074407,0.0029974671837510367,89.3740534266575,0.15701132753042926,0.4491537952248394,116.75,117.94431670499104,10434.420737562263,91.46567981995001,89.85995715073062,93.0714024891694,91.90444278462306
45,train,61044,435.1764445295609,3.3926668246377942,98.65672256455115,116.12600685506807,COMPLETE,NONE,412.25,92.12516254010917,92.53370996046127,435.349233312534,0.3073877735000549,3.392647565867397,0.003203016688847867,98.65559578763862,0.15081171572174723,0.43109266417204306,116.25,109.162108200177,11468.71301031299,92.45583260795637,90.85010993873698,94.06155527717576,92.88227644917767
46,train,61045,446.3976403147885,2.686728231275011,104.86530779680447,111.38593923546831,COMPLETE,NONE,413.0,88.74054115847339,88.7994294977442,446.5534630836137,0.2814123964169145,2.6867385949481215,0.002946199837341007,104.86782920050705,0.15349521940050512,0.4430062942600897,111.5,109.88738215349264,11692.762955856535,89.72147950272122,88.11575683350183,91.32720217194061,90.01607060874001
47,train,61046,448.29982668645823,3.361696125072003,103.5474285346254,111.21425025400117,COMPLETE,NONE,411.5,93.71192785853577,93.63018457111113,448.4790950049186,0.3102983656123423,3.361696418039383,0.003097515034082158,103.54276059210996,0.15088661862882477,0.4448806427865169,111.25,110.53899795904215,11519.132115872233,95.18950727785959,93.5837846086402,96.79522994707898,95.37115961145567
48,train,61047,460.22719269280486,3.226699468507915,86.48528589036866,116.64631899806314,COMPLETE,NONE,422.0,97.86115610662483,97.98544602240202,460.3870517740137,0.29394661641752917,3.226727043905608,0.003017021142304446,86.49345268236961,0.1452343119112833,0.4575027622698073,116.75,121.88939433367858,10098.110600666652,98.4217936820959,96.8160710128765,100.02751635131528,97.88213817065692
49,train,61048,461.24547496179076,3.087710849613434,92.21356248593554,127.91483241748772,COMPLETE,NONE,434.75,109.2100277869874,109.35227638003762,461.3788058829149,0.2633660377157761,3.0877230052670948,0.003046670676763867,92.22938108784957,0.14785173070277613,0.45867828783203124,128.0,134.17686206472956,11805.360779244746,109.3305979552906,107.72487528607121,110.93632062450999,109.09945157334398
50,train,61049,441.34257218220847,2.807141293321438,109.46052949122783,118.11169244044778,COMPLETE,NONE,418.25,96.34083709710191,96.65664842191616,441.49130221035983,0.27154324399457797,2.8071764796313574,0.0031136390162849917,109.46610837820519,0.1494959873156864,0.4377161063636364,118.25,114.0434515397538,12944.367315722764,96.08201735440765,94.47629468518826,97.68774002362704,95.82005845978881
51,train,61050,463.3470316394573,3.220052573486969,87.22164164540932,117.51556471590253,COMPLETE,NONE,423.5,100.10245934945858,99.9611620261989,463.5071434282469,0.29752811126539563,3.2200565373088486,0.003181690927062746,87.21531269016828,0.15055026488092219,0.46080075522292996,117.75,124.50498518706772,10269.603069267314,100.28856688999234,98.68284422077295,101.89428955921173,100.23749832602726
52,train,61051,443.69863777883523,2.7401499415069948,89.6419035485379,122.12574487260268,COMPLETE,NONE,423.5,93.07158437534714,93.28257055837594,443.84334825825994,0.2721940556230733,2.7401095462130187,0.00313091270194967,89.64889562212748,0.14494011846696783,0.4401619409815951,122.25,119.09783787215562,10959.577489805084,92.82358547194315,91.21786280272376,94.42930814116254,92.98288279527252
53,train,61052,452.0385028960297,3.079951200702224,108.14120846100008,110.7506379520861,COMPLETE,NONE,413.0,96.4985674591921,96.43538906010087,452.21222054415443,0.308726009401135,3.0799441086107584,0.003092612461339629,108.14389958087308,0.15400600261385114,0.448838621509009,111.0,112.03471419513959,12003.972853476913,96.01184914298474,94.40612647376535,97.61757181220413,96.0061165050362
54,train,61053,443.4072242171576,3.0511462039720043,108.09162599728522,123.83368743619002,COMPLETE,NONE,425.75,103.5479509966871,103.57552122128105,443.53872525910697,0.26157899051046735,3.051150379655385,0.003133919660535239,108.09763227269644,0.14711481624304418,0.4399482979637097,124.0,120.64526621722928,13404.106401814359,103.63338372462553,102.02766105540614,105.23910639384492,103.13223701888572
55,train,61054,459.46173914405796,3.2958655776918624,98.33309894685449,114.90445163974645,COMPLETE,NONE,420.75,99.40736315392891,99.59039225011368,459.61377674949915,0.27844512523183595,3.2958623953426964,0.0031830372157775214,98.33183982488556,0.149200407929397,0.4567606993913043,115.0,119.68296170255036,11308.16157986184,100.14747876016114,98.54175609094175,101.75320142938052,101.04594900127834
56,train,61055,451.14752803090977,2.7654701244549456,106.81912210984308,128.41491639028874,COMPLETE,NONE,429.25,108.26579042127842,108.15844728807822,451.3009563033576,0.29756814449579716,2.765510907526154,0.0030742878747364176,106.8147839328881,0.13883668445705796,0.4480061641439689,128.5,129.20397811848719,13725.699735376122,107.70490814156142,106.09918547234203,109.31063081078081,107.2950784608771
57,train,61056,444.96271524235755,3.3889747274917816,87.30416353633791,116.04718556434241,COMPLETE,NONE,417.75,92.84419285942748,92.62780929288418,445.1092988769869,0.2718969980662688,3.3889780945844827,0.0030241095703058708,87.3064788626158,0.15262544172114242,0.44153430043010755,116.25,113.86668279830113,10149.378167779087,92.74759451993879,91.1418718507194,94.35331718915818,92.80375488214636
58,train,61057,436.72320563415616,2.9429633777029487,108.91602305317296,110.20941721964918,COMPLETE,NONE,410.0,89.2088815489401,89.44045437649787,436.8755768013497,0.2793990379749433,2.9429272327191125,0.002872770918100572,108.91940038721006,0.1592548488221077,0.4328077293877551,110.25,104.22130568097873,12008.36389268991,89.1040474092074,87.498324739988,90.70977007842679,88.50212191737054
59,train,61058,450.698113955618,3.091936702867864,99.51242472953928,113.74938182850028,COMPLETE,NONE,416.75,94.79422437229307,94.69681477536263,450.8537893781506,0.2809138164385387,3.0919489823294786,0.002786831126078765,99.50527122911261,0.1507179694330522,0.4475083144615385,113.75,114.15884968931768,11318.724602311559,95.31871415347847,93.71299148425908,96.92443682269786,95.30361265709494
60,train,61059,437.7352344572525,3.0157428681668326,109.44995579791438,120.93020947895174,COMPLETE,NONE,418.75,98.35399463463237,98.12559540074473,437.8917742564566,0.296012648846884,3.015793699804216,0.003149013742523257,109.46004335060138,0.151874488291729,0.43385400847107436,121.0,114.89111846505804,13244.665245422768,98.39923863586273,96.79351596664334,100.00496130508212,98.31697751581767
61,train,61060,442.5844413063934,3.043958331622943,93.7315849924634,119.2066988530431,COMPLETE,NONE,418.5,95.26659139091413,95.1039753634634,442.7315366946731,0.2781008486961375,3.0439559378423264,0.0031624829362984583,93.73548634090254,0.15230556883568472,0.4390282238784068,119.25,115.62289102529945,11177.956746152628,94.10764413124775,92.50192146202836,95.71336680046714,94.2158332019549
62,train,61061,437.9275882942008,2.674631850380947,105.17934700071757,115.02476217874899,COMPLETE,NONE,413.0,89.38286058523053,89.29337642306952,438.09052296590914,0.2955760782922403,2.6746082811605594,0.0031698113286320875,105.1715726025452,0.14948361018346054,0.4340462579609544,115.25,109.52607175990943,12121.023742443334,89.84196153280948,88.23623886359009,91.44768420202887,89.69349384306351
63,train,61062,447.269129326997,3.39757747923258,107.2607062468382,112.51078365253025,COMPLETE,NONE,413.75,97.61218590482935,97.45329046686578,447.4415940300099,0.30274767658184076,3.3976079039769598,0.0030597305741758146,107.26203790163362,0.1521887339131572,0.4438067945232816,112.75,111.53874268358184,12093.79477340919,97.19075775742597,95.58503508820658,98.79648042664536,97.56919709941764
64,train,61063,458.4994564601515,3.002590077364532,104.78478880481435,121.37548789912518,COMPLETE,NONE,426.25,107.01801143124693,107.26850991475601,458.65196001802417,0.28957403839867707,3.0026170351212667,0.0029502004986394657,104.78920281563383,0.14808552523085883,0.45573353378600817,121.5,125.94967361376607,12731.88814209951,106.20081711822269,104.5950944490033,107.80653978744208,106.17857981211164
65,train,61064,449.1929892418021,2.7761889107516398,105.36026007494759,111.66861722248447,COMPLETE,NONE,412.75,91.97450417941464,92.29326730532483,449.3637013404859,0.2968183966953621,2.776208013080526,0.0030004781608356066,105.3625655632783,0.14961896498889393,0.4458412453467561,111.75,111.45102722505442,11774.26670169635,92.03807380033997,90.43235113112058,93.64379646955936,92.24189372066432
66,train,61065,444.4620135492519,3.176736377861274,93.12335708967704,120.51765136975573,COMPLETE,NONE,421.75,97.2437828837574,97.41660522600489,444.6124856717981,0.28554857274862355,3.176750154712137,0.00315674530962243,93.12106349124109,0.1539910756538263,0.44094657819875777,120.75,118.02394179543771,11244.368416567362,96.72145161707125,95.11572894785186,98.32717428629064,96.95431406805531
67,train,61066,447.46123932474444,3.29478717709313,95.06913365054999,122.65829178906573,COMPLETE,NONE,423.75,101.3498449232532,101.18522496725454,447.60872291532024,0.28451650072996165,3.2948107705709955,0.00303751338205325,95.08247767113862,0.14781700370810205,0.44414760254582486,122.75,121.51730628335243,11671.374134132266,101.46524521164115,99.85952254242176,103.07096788086054,101.41873555980791
68,train,61067,458.0417743464434,2.9494891837189052,101.44834696970051,120.30702227706149,COMPLETE,NONE,427.25,103.52078787892225,103.51199239953029,458.1753322847127,0.265805247388999,2.949473514419354,0.0030226450431059724,101.4413201661002,0.1479656832222348,0.45533847186721993,120.5,124.66854546788727,12223.679080015074,103.52320087770623,101.91747820848684,105.12892354692562,103.52393731507206
69,train,61068,460.7702369321201,2.807306243147449,113.07908597609074,126.39310659643957,COMPLETE,NONE,430.5,111.88563620954419,111.97849532094723,460.9198443298664,0.2890640544158012,2.8073105875379394,0.003213301723040474,113.09448309472204,0.14500714559562736,0.45815754480237153,126.5,132.3563950489948,14306.452111482338,112.21101607172848,110.60529340250909,113.81673874094787,112.33816466801176
70,train,61069,448.80794104997506,2.665728623705485,98.7270018909552,123.66831934390491,COMPLETE,NONE,426.25,98.37559362733181,98.41889999859545,448.9536370052547,0.277504208386047,2.665739615352023,0.003000430688490742,98.71839487107582,0.1511861528427339,0.44554315820202023,123.75,123.20569504325888,12216.401365295633,98.32446976366808,96.71874709444869,99.93019243288747,98.72528134565151
71,train,61070,449.71951533976323,2.8024399817763697,105.80140937666698,112.05675690680808,COMPLETE,NONE,412.25,93.84173206963611,94.01593451219988,449.90097431974635,0.310720469389214,2.802480412048932,0.003169671493767042,105.80115089167084,0.147398969218116,0.44636516877505567,112.25,112.2032734355976,11876.179187590053,93.48171157863004,91.87598890941065,95.08743424784943,93.21996725556623
72,train,61071,461.9612020168093,3.3735411674954245,109.61515199293993,128.5245090154528,COMPLETE,NONE,433.0,118.54133420944287,118.35180378676938,462.11509583387055,0.2934190962931041,3.373530372449248,0.0032575329584218424,109.60508138098383,0.1555119555300268,0.459396016407767,128.75,135.36846196050618,14111.654227801668,118.07302029970404,116.46729763048465,119.67874296892343,119.03153526202168
73,train,61072,451.1668587271292,3.3956698409400623,111.1515772347893,126.7696702502408,COMPLETE,NONE,431.0,113.06118971929794,113.4713010033806,451.30239575205064,0.26429784135621975,3.3956849300745704,0.003188458131012507,111.14569154505965,0.15028886914729056,0.4480667621456693,127.0,127.69652382815823,14115.502826222575,112.64984881202498,111.0441261428056,114.25557148124437,112.94367847759747
74,train,61073,448.5275722837592,2.8695761962266317,98.97423218933888,126.46954668689881,COMPLETE,NONE,426.75,102.17332746630785,101.74435099977893,448.6881280992422,0.3010716014245974,2.8695713638584754,0.003155856396412867,98.96284851025288,0.15209189534758327,0.4452212184387352,126.5,125.802547508754,12518.80033654699,102.27739610692021,100.67167343770082,103.8831187761396,102.88354308066367
